avatar_buttons,1,7.56
teleport_local,1,7.98
avatar_buttons,2,16.73
teleport_local,2,17.15
model_move,1,53.41
model_buttons,1,53.89
avatar_buttons,3,56.84
teleport_local,3,57.26
model_hide,1,58.46
avatar_buttons,4,58.77
teleport_local,4,59.19
model_move,2,72.6
model_buttons,2,87
model_hand,1,87
model_buttons,3,96.16
model_hand,2,96.16
model_hand,3,97.92
model_hand,4,99.53
model_hand,5,101.06
model_hand,6,102.16
model_hand,7,107.02
model_hand,8,110.61
avatar_buttons,5,112.7
teleport_local,5,113.13
teleport_local,6,116.67
teleport_local,7,119.19
teleport_local,8,125.75
model_move,3,134.42
teleport_local,9,141.61
teleport_local,10,143.04
teleport_local,11,145.13
teleport_local,12,147.56
teleport_local,13,153.09
teleport_local,14,159.17
teleport_local,15,167.73
teleport_local,16,172.4
teleport_local,17,175.06
teleport_local,18,178.06
teleport_local,19,181.77
teleport_local,20,183.5
teleport_local,21,185.42
teleport_local,22,188.83
orb_touch,1,201.59,********
teleport_local,23,207.72
teleport_local,24,210.5
teleport_local,25,217.95
teleport_local,26,224.08
teleport_local,27,225.6
teleport_local,28,230.29
orb_touch,2,232.26,********
teleport_local,29,238.01
teleport_local,30,240.93
teleport_local,31,244.93
teleport_local,32,249.17
teleport_local,33,255.77
teleport_local,34,259.98
avatar_buttons,6,268.14
teleport_local,35,268.56
teleport_local,36,271.46
teleport_local,37,273.14
teleport_local,38,281.08
teleport_local,39,283.62
teleport_local,40,289.23
teleport_local,41,291.63
teleport_local,42,294.84
teleport_local,43,296.63
teleport_local,44,306
teleport_local,45,319.1
teleport_local,46,322.72
teleport_local,47,326.52
teleport_local,48,332.08
teleport_local,49,336.23
teleport_local,50,340.76
teleport_local,51,345.49
teleport_local,52,348.71
orb_touch,3,350.12,********
teleport_local,53,357.4
teleport_local,54,359.73
orb_touch,4,361.28,********
teleport_local,55,364.27
teleport_local,56,366.89
teleport_local,57,374.99
teleport_local,58,377.72
teleport_local,59,382.31
teleport_local,60,385.1
teleport_local,61,388.86
teleport_local,62,393.3
teleport_local,63,396.59
teleport_local,64,399.81
teleport_local,65,404.11
orb_touch,5,405.06,********
model_move,4,414.91
model_buttons,4,415.4
model_hide,2,416.81
model_move,5,417.41
model_hand,9,420.05
model_hand,10,421.82
model_hand,11,423.9
teleport_model,1,427.06
teleport_local,66,436.38
avatar_hand,1,447.95
teleport_local,67,448.37
model_hand,12,450.11
avatar_hand,2,458.24
teleport_local,68,458.65
model_hand,13,461.75
model_hand,14,463.48
cp_hand,1,482.2
cp_hand,2,487.5
model_hand,15,496.53
model_hand,16,498.33
model_hand,17,500.65
avatar_hand,3,512.13
teleport_local,69,512.55
cp_hand,3,520.31
model_hand,18,527.37
cp_hand,4,532.02
cp_hand,5,540.92
teleport_model,2,555.73
teleport_local,70,562.8
teleport_local,71,566.15
avatar_buttons,7,573.75
teleport_local,72,574.17
avatar_buttons,8,578.44
avatar_buttons,9,578.61
teleport_local,73,578.86
teleport_local,74,579.03
model_move,6,582.74
avatar_buttons,10,584.26
teleport_local,75,584.69
avatar_buttons,11,588.42
teleport_model,3,588.84
model_move,7,593.26
teleport_local,76,598.43
model_hand,19,602.26
cp_hand,6,617.25
cp_hand,7,621.82
teleport_local,77,631.21
avatar_buttons,12,635.88
teleport_model,4,636.31
model_move,8,639.38
model_buttons,5,639.75
model_hide,3,640.51
teleport_local,78,642.72
teleport_local,79,647.59
teleport_local,80,652.15
teleport_local,81,654.37
model_move,9,655.77
teleport_local,82,659.88
cp_hand,8,661.69
cp_hand,9,666.44
teleport_local,83,670.44
teleport_local,84,673.49
model_hand,20,676.58
teleport_local,85,681.79
teleport_model,5,685.42
teleport_local,86,696.7
teleport_local,87,698.55
teleport_local,88,701.11
teleport_local,89,706.34
teleport_local,90,711.09
teleport_local,91,716.77
teleport_local,92,721.02
orb_touch,6,722.13,********
teleport_local,93,726.46
teleport_local,94,730.62
teleport_local,95,732.61
teleport_local,96,735.4
teleport_local,97,737.52
teleport_local,98,752.15
teleport_local,99,757.23
teleport_local,100,759.11
teleport_local,101,762.11
teleport_local,102,765.92
orb_touch,7,766.59,********
teleport_local,103,771.48
model_move,10,774.1
cp_hand,10,778.8
model_hide,4,783.38
teleport_local,104,787.72
model_move,11,789.09
avatar_hand,4,799.32
teleport_local,105,799.74
cp_hand,11,807.83
teleport_model,6,810.96
teleport_local,106,814.79
teleport_local,107,820.61
teleport_local,108,822.75
teleport_local,109,825.77
teleport_local,110,828.08
orb_touch,8,830.26,********
teleport_local,111,836.17
model_move,12,837.03
cp_hand,12,843.34
model_hand,21,851.59
teleport_model,7,855.75
teleport_local,112,859.72
teleport_local,113,863.16
orb_touch,9,863.6,********
teleport_local,114,868.45
teleport_local,115,873.26
model_move,13,873.97
cp_hand,13,878.69
teleport_model,8,881.1
teleport_local,116,885.1
teleport_local,117,886.92
teleport_local,118,890.91
model_move,14,893.29
avatar_buttons,13,900.88
teleport_local,119,901.31
teleport_local,120,904.02
model_move,15,905.76
teleport_local,121,909.63
model_hide,5,912.15
model_move,16,914
model_hide,6,915
model_move,17,916.41
model_move,18,920.92
model_move,19,924.73
model_hand,22,927.04
cp_hand,14,930.11
teleport_model,9,947.58
teleport_local,122,951.05
teleport_local,123,953.21
teleport_local,124,959.67
model_move,20,960.59
teleport_model,10,970.54
teleport_local,125,974.23
teleport_local,126,979.85
orb_touch,10,983.04,********

*****STATS*****

FINISH_TIME,983.04
model_hand,22
model_buttons,5
model_move,20
model_hide,6
cp_hand,14
cp_buttons,0
avatar_hand,4
avatar_buttons,13
teleport_model,10
teleport_local,126
orb_touch,10
teleport_local,127,988

